iter	RMSE
184	1.953546302
185	1.950620157
186	1.944732024
187	1.939585181
188	1.935003776
189	1.931193243
190	1.927265852
191	1.925130982
192	1.92159658
193	1.918311898
194	1.913156965
195	1.912294747
196	1.90808594
197	1.905983887
198	1.904375869
199	1.898227465
200	1.895752345
201	1.891969903
202	1.888994834
203	1.884882729
204	1.883631669
205	1.879353502
206	1.875760847
207	1.872540267
208	1.869942208
209	1.868269521
210	1.865951837
211	1.862194653
212	1.858299301
213	1.856213988
214	1.852573635
215	1.845203791
216	1.839471191
217	1.83571927
218	1.832246763
219	1.829369187
220	1.826591098
221	1.824954785
222	1.823284683
223	1.81967573
224	1.81646255
225	1.813919419
226	1.812201454
227	1.810762222
228	1.809147711
229	1.808389205
230	1.806745279
231	1.804364507
232	1.798437185
233	1.795572597
234	1.79261051
235	1.78998538
236	1.786754266
237	1.784162556
238	1.782106158
239	1.777383377
240	1.775082056
241	1.771747814
242	1.767700116
243	1.76634208
244	1.76372067
245	1.760315736
246	1.757943049
247	1.756317418
248	1.750479101
249	1.749177482
250	1.746767168
251	1.744248545
252	1.743266824
253	1.739636277
254	1.736510388
255	1.733896951
256	1.729009625
257	1.723394594
258	1.719925135
259	1.719404633
260	1.716631174
261	1.714337795
262	1.709927272
263	1.707238131
264	1.705261688
265	1.702732125
266	1.699189082
267	1.696767738
268	1.693266234
269	1.693120482
270	1.691528493
271	1.688857237
272	1.686251964
273	1.683801509
274	1.682386934
275	1.680349353
276	1.680212323
277	1.678119199
278	1.675631057
279	1.673634995
280	1.669772212
281	1.667422601
282	1.665334086
283	1.663259647
284	1.661687222
285	1.660161391
286	1.657254356
287	1.655368061
288	1.65333349
289	1.650509362
290	1.65025109
291	1.648861614
292	1.646462773
293	1.641638405
294	1.638812856
295	1.634387125
296	1.630927959
297	1.630742758
298	1.626927238
299	1.624180071
300	1.620871212
301	1.619069048
302	1.616306389
303	1.612541452
304	1.610353259
305	1.608533141
306	1.605778708
307	1.602578216
308	1.599485091
309	1.599113452
310	1.596258311
311	1.594273314
312	1.593980945
313	1.591814474
314	1.590718551
315	1.588000875
316	1.58755955
317	1.585816624
318	1.582672822
319	1.581613178
320	1.581360608
321	1.578418025
322	1.575368447
323	1.574196791
324	1.573037462
325	1.571865931
326	1.568166567
327	1.567430969
328	1.56564739
329	1.562414027
330	1.558761724
331	1.556719868
332	1.555247146
333	1.553276379
334	1.549733976
335	1.548397785
336	1.546050453
337	1.545022867
338	1.543146001
339	1.542160188
340	1.539034101
341	1.537199315
342	1.536241701
343	1.5347374
344	1.532673162
345	1.530721137
346	1.528045701
347	1.525089773
348	1.522453642
349	1.520864754
350	1.519667134
351	1.519481965
352	1.517832554
353	1.516783147
354	1.515112068
355	1.512979159
356	1.511618219
357	1.510149759
358	1.508903749
359	1.506193333
360	1.505282487
361	1.503860976
362	1.500724329
363	1.498914473
364	1.497162066
365	1.496997452
366	1.495259019
367	1.492880324
368	1.490783688
369	1.489024808
370	1.486032468
371	1.485203581
372	1.484496624
373	1.48315642
374	1.481347454
375	1.479565215
376	1.477010777
377	1.475875791
378	1.475016939
379	1.473966636
380	1.471451122
381	1.470380804
382	1.46778762
383	1.466140105
384	1.465287567
385	1.464749755
386	1.463465767
387	1.461992808
388	1.461133634
389	1.459152714
390	1.458096035
391	1.454289967
392	1.452225905
393	1.451184926
394	1.449429347
395	1.447800166
396	1.446458538
397	1.444732003
398	1.442902405
399	1.441767797
400	1.440847599
401	1.438865594
402	1.437780836
403	1.435398672
404	1.433142018
405	1.43250203
406	1.431611057
407	1.4309567
408	1.429663969
409	1.428964231
410	1.427506762
411	1.426367778
412	1.425870735
413	1.423220683
414	1.422633009
415	1.421483354
416	1.419759422
417	1.419305123
418	1.417484063
419	1.415928511
420	1.415171199
421	1.414266092
422	1.413092119
423	1.411073867
424	1.409036917
425	1.40713504
426	1.40588375
427	1.403644937
428	1.402142165
429	1.400503969
430	1.398583571
431	1.397585323
432	1.39501709
433	1.394114498
434	1.392744202
435	1.391452023
436	1.389289044
437	1.387798831
438	1.386887185
439	1.384868711
440	1.38402285
441	1.381269368
442	1.379635442
443	1.378954836
444	1.378275394
445	1.377233559
446	1.375597169
447	1.373801083
448	1.371168867
449	1.36950353
450	1.367850472
451	1.36546498
452	1.363837302
453	1.362986936
454	1.361530428
455	1.359966765
456	1.359396068
457	1.358081465
458	1.356837265
459	1.356589844
460	1.354867863
461	1.351755308
462	1.349253821
463	1.348354195
464	1.347275205
465	1.345118913
466	1.342973503
467	1.341138882
468	1.339962778
469	1.339777963
470	1.338729955
471	1.337484265
472	1.336187667
473	1.335084149
474	1.334408264
475	1.332685328
476	1.330624888
477	1.32947117
478	1.32843806
479	1.325796613
480	1.324649031
481	1.324187171
482	1.323569163
483	1.323116965
484	1.322449104
485	1.320591111
486	1.319936954
487	1.31912273
488	1.317559255
489	1.315871217
490	1.313826863
491	1.312794488
492	1.310973432
493	1.309776661
494	1.308908352
495	1.307949185
496	1.305617265
497	1.305008087
498	1.30288673
499	1.301883158
500	1.299787821
501	1.298434141
502	1.297367226
503	1.295893847
504	1.29469018
505	1.292760486
506	1.29191962
507	1.290678298
508	1.28770646
509	1.28698516
510	1.284762193
511	1.28309272
512	1.281725329
513	1.280308656
514	1.279304323
515	1.277377949
516	1.275163905
517	1.274059228
518	1.273518673
519	1.272615637
520	1.271785518
521	1.271182142
522	1.269714194
523	1.26886795
524	1.266883488
525	1.26567478
526	1.26340191
527	1.261856586
528	1.259415388
529	1.258856009
530	1.258357031
531	1.25632791
532	1.25512754
533	1.252777508
534	1.251737175
535	1.249789038
536	1.24892612
537	1.248317973
538	1.247295716
539	1.246254172
540	1.245419609
541	1.243477526
542	1.24090224
543	1.239985593
544	1.239111128
545	1.237596936
546	1.236628961
547	1.234404036
548	1.233826856
549	1.233220194
550	1.232596228
551	1.230284099
552	1.229923806
553	1.2286405
554	1.226917665
555	1.226253829
556	1.22496497
557	1.224213392
558	1.222057063
559	1.221406214
560	1.220113568
561	1.219384235
562	1.216798225
563	1.215222777
564	1.213495364
565	1.212320913
566	1.21098116
567	1.209811301
568	1.209467008
569	1.207773838
570	1.207325704
571	1.206888998
572	1.205494451
573	1.203657544
574	1.202426182
575	1.201118866
576	1.199204457
577	1.197863999
578	1.196013586
579	1.193824516
580	1.192492619
581	1.191723698
582	1.190163021
583	1.18942672
584	1.18814054
585	1.186735618
586	1.185240544
587	1.184095966
588	1.182695416
589	1.181812351
590	1.180889242
591	1.179619645
592	1.179026217
593	1.177697518
594	1.17619758
595	1.174789316
596	1.172895594
597	1.171633522
598	1.170468937
599	1.169501466
600	1.168820283
601	1.167022579
602	1.166164002
603	1.165382758
604	1.163310289
605	1.16184809
606	1.160724602
607	1.159346089
608	1.158482967
609	1.157353072
610	1.155995714
611	1.155137697
612	1.154438483
613	1.152683906
614	1.152489789
615	1.151081419
616	1.149282741
617	1.148678293
618	1.148402612
619	1.147391482
620	1.145092544
621	1.143359836
622	1.143165204
623	1.142307753
624	1.141622321
625	1.140614983
626	1.139629431
627	1.138835693
628	1.137856646
629	1.136579588
630	1.135956227
631	1.135475184
632	1.133751851
633	1.132014981
634	1.131022551
635	1.12992523
636	1.128388235
637	1.126648262
638	1.124767879
639	1.123570664
640	1.122630886
641	1.121648299
642	1.120554081
643	1.118510897
644	1.117757618
645	1.116881178
646	1.116701401
647	1.11559128
648	1.115047639
649	1.113674807
650	1.11254829
651	1.111855183
652	1.110269906
653	1.108676795
654	1.107493484
655	1.105942097
656	1.104750167
657	1.103950511
658	1.103347719
659	1.102013863
660	1.101450046
661	1.100829891
662	1.09944248
663	1.098837707
664	1.097817097
665	1.096247802
666	1.094421836
667	1.09312004
668	1.091734562
669	1.091143277
670	1.09043929
671	1.089953067
672	1.089248155
673	1.088853092
674	1.088154157
675	1.08722608
676	1.086501272
677	1.085152167
678	1.084063911
679	1.082996219
680	1.081280969
681	1.08104773
682	1.08030451
683	1.079959303
684	1.078627986
685	1.077945506
686	1.077290804
687	1.076750646
688	1.07601047
689	1.075741186
690	1.074945879
691	1.073768544
692	1.073347361
693	1.071607773
694	1.070633578
695	1.069620101
696	1.067851706
697	1.066973906
698	1.066212108
699	1.065262931
700	1.064996635
701	1.063517602
702	1.062421417
703	1.061128093
704	1.060048854
705	1.059158584
706	1.057871266
707	1.055735035
708	1.053795981
709	1.052773701
710	1.051907271
711	1.05113075
712	1.05066764
713	1.049568667
714	1.047944738
715	1.04613929
716	1.045800578
717	1.044970511
718	1.043782642
719	1.042280677
720	1.040620353
721	1.039380468
722	1.038594679
723	1.037258113
724	1.035690008
725	1.034204552
726	1.033716
727	1.033487319
728	1.031981395
729	1.031442386
730	1.030417514
731	1.030188247
732	1.028776269
733	1.028175365
734	1.027662948
735	1.026901478
736	1.025547267
737	1.024968228
738	1.023578648
739	1.022483156
740	1.021514506
741	1.020184966
742	1.019031802
743	1.018224713
744	1.017599327
745	1.016967771
746	1.015667658
747	1.014353169
748	1.01390862
749	1.012637548
750	1.011753089
751	1.010695441
752	1.009180294
753	1.008824733
754	1.007921052
755	1.006623168
756	1.005692803
757	1.004518894
758	1.004256129
759	1.00305382
760	1.00201534
761	1.001263151
762	1.000914507
763	0.9996783646
764	0.9989950347
765	0.9982198297
766	0.9972629226
767	0.9963809302
768	0.9952912263
769	0.9946708112
770	0.9944049365
771	0.9942179201
772	0.9917928075
773	0.9908457924
774	0.9898834891
775	0.9894201682
776	0.9882008633
777	0.9875645236
778	0.9870289279
779	0.9862543759
780	0.9853448753
781	0.9845105703
782	0.9827349117
783	0.9814318802
784	0.9803024101
785	0.9793236055
786	0.9788218791
787	0.9784826533
788	0.9772276296
789	0.9765552814
790	0.9753526843
791	0.974520033
792	0.9732754212
793	0.9728056479
794	0.9723781577
795	0.9706042077
796	0.9697350112
797	0.9688422196
798	0.967645385
799	0.9666257628
800	0.9659717597
801	0.964993086
802	0.9638567973
803	0.9629740147
804	0.9623103905
805	0.9613622276
806	0.9608014243
807	0.9596419724
808	0.9584283885
809	0.9573277254
810	0.9568567146
811	0.9559966455
812	0.9550083145
813	0.9544606151
814	0.9531619436
815	0.9528192596
816	0.9523735055
817	0.9513111376
818	0.9494508277
819	0.9491276872
820	0.9489530198
821	0.9481097261
822	0.9467669684
823	0.9457757453
824	0.9453914801
825	0.9450077338
826	0.9448249928
827	0.9432468255
828	0.9416293867
829	0.9405776207
830	0.9397788063
831	0.9384368297
832	0.9375922771
833	0.9367047633
834	0.9351388526
835	0.9343264363
836	0.9336933896
837	0.9326597536
838	0.932381367
839	0.9312819822
840	0.9308656388
841	0.9301337102
842	0.9292088302
843	0.9290248349
844	0.9277109676
845	0.9274239756
846	0.9272076836
847	0.9270374904
848	0.9263901756
849	0.9257382711
850	0.9249704667
851	0.9247821939
852	0.9235415133
853	0.9222468558
854	0.9220810544
855	0.9219276466
856	0.9210339669
857	0.9205264775
858	0.9200710631
859	0.9195380108
860	0.9190815197
861	0.9182560549
862	0.9177224471
863	0.9170862638
864	0.9164497776
865	0.9159441441
866	0.9155935769
867	0.9140689484
868	0.912740576
869	0.9124028689
870	0.9115981987
871	0.9106495873
872	0.9103151252
873	0.9099155351
874	0.9088487891
875	0.9087101447
876	0.9078609605
877	0.9070869283
878	0.9061794588
879	0.9056686791
880	0.9047263364
881	0.9036102303
882	0.903169625
883	0.9027187324
884	0.9015505882
885	0.9008636869
886	0.9005576194
887	0.8997814089
888	0.898955179
889	0.8982109073
890	0.8980753116
891	0.8973244697
892	0.8958787886
893	0.8956346769
894	0.8945577174
895	0.8935046778
896	0.8933270676
897	0.8920739476
898	0.8908860061
899	0.8901686405
900	0.8896753084
901	0.8895207955
902	0.8883903003
903	0.8878123329
904	0.8869698789
905	0.8865517713
906	0.8861841424
907	0.885783061
908	0.8852659725
909	0.8842111953
910	0.883647781
911	0.8826871567
912	0.8819674111
913	0.8811112145
914	0.8799272907
915	0.8790720952
916	0.8784412253
917	0.8780643902
918	0.877814916
919	0.8771939061
920	0.8762581064
921	0.8752464267
922	0.8738089042
923	0.8727256901
924	0.8719576652
925	0.8707650671
926	0.8694055181
927	0.8685920118
928	0.8681988918
929	0.8673388461
930	0.8670563707
931	0.8663162414
932	0.865335737
933	0.8650406798
934	0.8643531365
935	0.8635573367
936	0.8627399815
937	0.8620239071
938	0.8613583059
939	0.8601571245
940	0.8593501628
941	0.8588826096
942	0.8579643808
943	0.8574436441
944	0.8562362661
945	0.8552789517
946	0.8547368621
947	0.8543140106
948	0.8535807128
949	0.8523220865
950	0.8515043323
951	0.850304003
952	0.8496972739
953	0.8484769613
954	0.847186825
955	0.8462131733
956	0.8457650474
957	0.844744964
958	0.8443675546
959	0.8436062349
960	0.8431098807
961	0.8423687881
962	0.841514908
963	0.8411882434
964	0.8408027414
965	0.8402014289
966	0.8394366312
967	0.8390863256
968	0.8388314537
969	0.8379694784
970	0.8377537225
971	0.8368958633
972	0.8364356196
973	0.8357519911
974	0.8353668418
975	0.8342469696
976	0.8330513221
977	0.8317973315
978	0.8312907143
979	0.8308709867
980	0.8300905986
981	0.8295597311
982	0.8291741022
983	0.8281666757
984	0.8277391004
985	0.8273183477
986	0.8270880355
987	0.8265219308
988	0.8263165591
989	0.8259813039
990	0.8254667802
991	0.8250774244
992	0.8241944407
993	0.8239868439
994	0.8228649851
995	0.8223783817
996	0.8220037213
997	0.8217768146
998	0.8213807104
999	0.8204511065
